MARKERS	FST	RANKING	QUARTILE
1_00013392_01071357	0.138889	2782	8
1_00013456_01076427	0.138889	2783	8
1_00013655_01092360	0.138889	2784	8
1_00013762_01100934	0.138889	2785	8
1_00013807_01104532	0.138889	2786	8
1_00013905_01112348	0.138889	2787	8
1_00013910_01112780	0.138889	2788	8
1_00014408_01152605	0.138889	2789	8
1_00014413_01153000	0.138889	2790	8
1_00014546_01163658	0.138889	2791	8
1_00014549_01163893	0.138889	2792	8
1_00014558_01164619	0.138889	2793	8
1_00014605_01168379	0.138889	2794	8
1_00014648_01171779	0.138889	2795	8
1_00014740_01179151	0.138889	2796	8
1_00014885_01190740	0.138889	2797	8
1_00015106_01208462	0.138889	2798	8
1_00015267_01221351	0.138889	2799	8
1_00015337_01226941	0.138889	2800	8
1_00015360_01228786	0.138889	2801	8
1_00015370_01229556	0.138889	2802	8
1_00015471_01237674	0.138889	2803	8
1_00015692_01255308	0.138889	2804	8
1_00015889_01271077	0.138889	2805	8
1_00015910_01272732	0.138889	2806	8
1_00016106_01288469	0.138889	2807	8
1_00016126_01290025	0.138889	2808	8
1_00016126_01290026	0.138889	2809	8
1_00016158_01292623	0.138889	2810	8
1_00016375_01309970	0.138889	2811	8
1_00016522_01321731	0.138889	2812	8
1_00016549_01323891	0.138889	2813	8
1_00016681_01334408	0.138889	2814	8
1_00016725_01337947	0.138889	2815	8
1_00017388_01391010	0.138889	2816	8
1_00017455_01396396	0.138889	2817	8
1_00017509_01400675	0.138889	2818	8
1_00017885_01430758	0.138889	2819	8
1_00018009_01440719	0.138889	2820	8
1_00018121_01449656	0.138889	2821	8
1_00018299_01463868	0.138889	2822	8
1_00018560_01484746	0.138889	2823	8
1_00018594_01487502	0.138889	2824	8
1_00018615_01489194	0.138889	2825	8
1_00018615_01489201	0.138889	2826	8
1_00018706_01496457	0.138889	2827	8
1_00018732_01498533	0.138889	2828	8
1_00018743_01499406	0.138889	2829	8
1_00018787_01502922	0.138889	2830	8
1_00019005_01520377	0.138889	2831	8
1_00019241_01539234	0.138889	2832	8
1_00019286_01542839	0.138889	2833	8
1_00019332_01546491	0.138889	2834	8
1_00019366_01549224	0.138889	2835	8
1_00019369_01549507	0.138889	2836	8
1_00019426_01554028	0.138889	2837	8
1_00019565_01565193	0.138889	2838	8
1_00019611_01568823	0.138889	2839	8
1_00019833_01586628	0.138889	2840	8
1_00019854_01588310	0.138889	2841	8
1_00020141_01611258	0.138889	2842	8
1_00020182_01614516	0.138889	2843	8
1_00020268_01621385	0.138889	2844	8
1_00020333_01626639	0.138889	2845	8
1_00020484_01638661	0.138889	2846	8
1_00020824_01665874	0.138889	2847	8
1_00020958_01676631	0.138889	2848	8
1_00021003_01680216	0.138889	2849	8
1_00021162_01692952	0.138889	2850	8
1_00021400_01711980	0.138889	2851	8
1_00021411_01712817	0.138889	2852	8
1_00021502_01720123	0.138889	2853	8
1_00022114_01769119	0.138889	2854	8
1_00022230_01778355	0.138889	2855	8
1_00022647_01811709	0.138889	2856	8
1_00022811_01824818	0.138889	2857	8
1_00022844_01827460	0.138889	2858	8
1_00022940_01835190	0.138889	2859	8
1_00022940_01835201	0.138889	2860	8
1_00023063_01845026	0.138889	2861	8
1_00024841_01987261	0.138889	2862	8
1_00004456_00356479	0.137427	2863	8
1_00005602_00448122	0.137427	2864	8
1_00007152_00572161	0.137427	2865	8
1_00015925_01273984	0.137427	2866	8
1_00015925_01273990	0.137427	2867	8
1_00016069_01285480	0.137427	2868	8
1_00018602_01488150	0.137427	2869	8
1_00020194_01615498	0.137427	2870	8
1_00021186_01694855	0.137427	2871	8
1_00021555_01724356	0.137427	2872	8
1_00001661_00132849	0.136469	2873	8
1_00001046_00083654	0.135802	2874	8
1_00005060_00404793	0.135802	2875	8
1_00011588_00927020	0.135802	2876	8
1_00015748_01259796	0.135802	2877	8
1_00018263_01461006	0.135802	2878	8
1_00019893_01591404	0.135802	2879	8
1_00021237_01698943	0.135802	2880	8
1_00000002_00000132	0.135363	2881	8
1_00001261_00100822	0.135363	2882	8
1_00002220_00177561	0.135363	2883	8
1_00002403_00192191	0.135363	2884	8
1_00002571_00205647	0.135363	2885	8
1_00003513_00281017	0.135363	2886	8
1_00004756_00380418	0.135363	2887	8
1_00006284_00502673	0.135363	2888	8
1_00006953_00556240	0.135363	2889	8
1_00007017_00561340	0.135363	2890	8
1_00007897_00631749	0.135363	2891	8
1_00008123_00649813	0.135363	2892	8
1_00008331_00666480	0.135363	2893	8
1_00009169_00733510	0.135363	2894	8
1_00009169_00733514	0.135363	2895	8
1_00011881_00950432	0.135363	2896	8
1_00012601_01008053	0.135363	2897	8
1_00012760_01020748	0.135363	2898	8
1_00013619_01089474	0.135363	2899	8
1_00014252_01140092	0.135363	2900	8
1_00016076_01286041	0.135363	2901	8
1_00016076_01286072	0.135363	2902	8
1_00016196_01295670	0.135363	2903	8
1_00016682_01334490	0.135363	2904	8
1_00016682_01334518	0.135363	2905	8
1_00017003_01360223	0.135363	2906	8
1_00017952_01436155	0.135363	2907	8
1_00018172_01453720	0.135363	2908	8
1_00018722_01497729	0.135363	2909	8
1_00019083_01526623	0.135363	2910	8
1_00019849_01587910	0.135363	2911	8
1_00020880_01670375	0.135363	2912	8
1_00021517_01721296	0.135363	2913	8
1_00021831_01746481	0.135363	2914	8
1_00022665_01813152	0.135363	2915	8
1_00023456_01876461	0.135363	2916	8
1_00017897_01431760	0.134248	2917	8
1_00018651_01492052	0.134204	2918	8
1_00007345_00587572	0.133537	2919	8
1_00015335_01226784	0.133537	2920	8
1_00000564_00045117	0.133333	2921	8
1_00002504_00200258	0.133333	2922	8
1_00003861_00308841	0.133333	2923	8
1_00004980_00398331	0.133333	2924	8
1_00007836_00626811	0.133333	2925	8
1_00008311_00664875	0.133333	2926	8
1_00011055_00884339	0.133333	2927	8
1_00011256_00900424	0.133333	2928	8
1_00011555_00924347	0.133333	2929	8
1_00013858_01108585	0.133333	2930	8
1_00013858_01108591	0.133333	2931	8
1_00015681_01254454	0.133333	2932	8
1_00016732_01338515	0.133333	2933	8
1_00018391_01471227	0.133333	2934	8
1_00020747_01659705	0.133333	2935	8
1_00022104_01768305	0.133333	2936	8
1_00022380_01790380	0.133333	2937	8
1_00015776_01262016	0.132871	2938	8
1_00002841_00227268	0.132275	2939	8
1_00002841_00227271	0.132275	2940	8
1_00003691_00295210	0.132275	2941	8
1_00008613_00689021	0.132275	2942	8
1_00011063_00885017	0.132275	2943	8
1_00012432_00994527	0.132275	2944	8
1_00013726_01098078	0.132275	2945	8
1_00013726_01098079	0.132275	2946	8
1_00013726_01098081	0.132275	2947	8
1_00013737_01098938	0.132275	2948	8
1_00015686_01254862	0.132275	2949	8
1_00015744_01259461	0.132275	2950	8
1_00015869_01269519	0.132275	2951	8
1_00015869_01269520	0.132275	2952	8
1_00016515_01321142	0.132275	2953	8
1_00016545_01323593	0.132275	2954	8
1_00017608_01408613	0.132275	2955	8
1_00019505_01560361	0.132275	2956	8
1_00019828_01586223	0.132275	2957	8
1_00000716_00057263	0.131944	2958	8
1_00001156_00092440	0.131944	2959	8
1_00002321_00185615	0.131944	2960	8
1_00002321_00185655	0.131944	2961	8
1_00003084_00246693	0.131944	2962	8
1_00003097_00247729	0.131944	2963	8
1_00008150_00651981	0.131944	2964	8
1_00008269_00661486	0.131944	2965	8
1_00008997_00719733	0.131944	2966	8
1_00009547_00763745	0.131944	2967	8
1_00011202_00896112	0.131944	2968	8
1_00012516_01001259	0.131944	2969	8
1_00015692_01255331	0.131944	2970	8
1_00019802_01584142	0.131944	2971	8
1_00019975_01597928	0.131944	2972	8
1_00020426_01634015	0.131944	2973	8
1_00020456_01636448	0.131944	2974	8
1_00020974_01677914	0.131944	2975	8
1_00014523_01161837	0.131127	2976	8
1_00015608_01248629	0.131127	2977	8
1_00017897_01431693	0.131127	2978	8
1_00019780_01582390	0.131127	2979	8
1_00022526_01802070	0.131127	2980	8
1_00011503_00920207	0.129503	2981	8
1_00011503_00920213	0.129503	2982	8
1_00011503_00920221	0.129503	2983	8
1_00011503_00920228	0.129503	2984	8
1_00013142_01051299	0.129282	2985	8
1_00018911_01512879	0.129029	2986	8
1_00015424_01233894	0.127838	2987	8
1_00015192_01215311	0.127551	2988	8
1_00013153_01052190	0.127293	2989	8
1_00013873_01109802	0.126984	2990	8
1_00002180_00174351	0.126866	2991	8
1_00000033_00002619	0.126401	2992	8
1_00000942_00075360	0.126401	2993	8
1_00002441_00195241	0.126401	2994	8
1_00003095_00247601	0.126401	2995	8
1_00004556_00364417	0.126401	2996	8
1_00004556_00364430	0.126401	2997	8
1_00004556_00364439	0.126401	2998	8
1_00004556_00364442	0.126401	2999	8
1_00007934_00634694	0.126401	3000	8
1_00010823_00865841	0.126401	3001	8
1_00011319_00905465	0.126401	3002	8
1_00013606_01088433	0.126401	3003	8
1_00015217_01217328	0.126401	3004	8
1_00016475_01317976	0.126401	3005	8
1_00017090_01367199	0.126401	3006	8
1_00017807_01424535	0.126401	3007	8
1_00018362_01468920	0.126401	3008	8
1_00019928_01594189	0.126401	3009	8
1_00022041_01763275	0.126401	3010	8
1_00023970_01917547	0.126401	3011	8
1_00006456_00516442	0.126365	3012	8
1_00006456_00516462	0.126365	3013	8
1_00007040_00563130	0.126365	3014	8
1_00011740_00939138	0.126365	3015	8
1_00011740_00939170	0.126365	3016	8
1_00015322_01225755	0.126365	3017	8
1_00016196_01295644	0.126365	3018	8
1_00018341_01467240	0.126365	3019	8
1_00019246_01539620	0.126365	3020	8
1_00021801_01744060	0.126365	3021	8
1_00001633_00130615	0.125514	3022	8
1_00004044_00323465	0.125514	3023	8
1_00009008_00720619	0.125514	3024	8
1_00018900_01511961	0.125514	3025	8
1_00019118_01529396	0.125514	3026	8
1_00019644_01571448	0.125514	3027	8
1_00019644_01571508	0.125514	3028	8
1_00019644_01571509	0.125514	3029	8
1_00006853_00548220	0.125	3030	8
1_00008921_00713650	0.125	3031	8
1_00010471_00837679	0.125	3032	8
1_00016435_01314732	0.125	3033	8
1_00018893_01511369	0.125	3034	8
1_00020604_01648300	0.125	3035	8
1_00022169_01773484	0.12461	3036	8
1_00022373_01789836	0.12461	3037	8
1_00011425_00913948	0.123344	3038	8
1_00016675_01333989	0.123344	3039	8
1_00017598_01407784	0.123344	3040	8
1_00022630_01810399	0.123344	3041	8
1_00002364_00189060	0.123264	3042	8
1_00008331_00666465	0.123264	3043	8
1_00010100_00807951	0.123264	3044	8
1_00016066_01285276	0.123264	3045	8
1_00017652_01412095	0.123264	3046	8
1_00017652_01412096	0.123264	3047	8
1_00020155_01612349	0.123264	3048	8
1_00004811_00384843	0.122845	3049	8
1_00005042_00403337	0.122807	3050	8
1_00007211_00576818	0.122807	3051	8
1_00009497_00759746	0.122807	3052	8
1_00009503_00760216	0.122807	3053	8
1_00012165_00973179	0.122807	3054	8
1_00012417_00993361	0.122807	3055	8
1_00013320_01065593	0.122807	3056	8
1_00013463_01077001	0.122807	3057	8
1_00013463_01077008	0.122807	3058	8
1_00013463_01077014	0.122807	3059	8
1_00013536_01082816	0.122807	3060	8
1_00013666_01093230	0.122807	3061	8
1_00013823_01105798	0.122807	3062	8
1_00014026_01122021	0.122807	3063	8
1_00014495_01159598	0.122807	3064	8
1_00014677_01174114	0.122807	3065	8
1_00015267_01221359	0.122807	3066	8
1_00015585_01246775	0.122807	3067	8
1_00016509_01320676	0.122807	3068	8
1_00017710_01416767	0.122807	3069	8
1_00017860_01428764	0.122807	3070	8
1_00018656_01492467	0.122807	3071	8
1_00018864_01509107	0.122807	3072	8
1_00019514_01561077	0.122807	3073	8
1_00019528_01562195	0.122807	3074	8
1_00020319_01625507	0.122807	3075	8
1_00020623_01649830	0.122807	3076	8
1_00021220_01697588	0.122807	3077	8
1_00022285_01782782	0.122807	3078	8
1_00022285_01782787	0.122807	3079	8
1_00022285_01782788	0.122807	3080	8
1_00023336_01866833	0.122807	3081	8
1_00023687_01894901	0.122807	3082	8
1_00002570_00205543	0.122222	3083	8
1_00009443_00755410	0.122222	3084	8
1_00011365_00909132	0.122222	3085	8
1_00021197_01695755	0.122222	3086	8
1_00022191_01775268	0.122222	3087	8
1_00022970_01837574	0.122222	3088	8
1_00005568_00445380	0.121693	3089	8
1_00006666_00533217	0.121693	3090	8
1_00015039_01203081	0.121693	3091	8
1_00016238_01299029	0.121693	3092	8
1_00020372_01629719	0.121693	3093	8
1_00021403_01712216	0.121693	3094	8
1_00022515_01801147	0.121693	3095	8
1_00010159_00812654	0.121447	3096	8
1_00010819_00865508	0.121447	3097	8
1_00010954_00876317	0.121447	3098	8
1_00014129_01130252	0.121447	3099	8
1_00020035_01602787	0.121447	3100	8
1_00010339_00827099	0.120806	3101	8
1_00012594_01007470	0.120806	3102	8
1_00012594_01007471	0.120806	3103	8
1_00012594_01007473	0.120806	3104	8
1_00024842_01987347	0.120806	3105	8
1_00019861_01588842	0.120297	3106	8
1_00022907_01832494	0.120297	3107	8
1_00022907_01832538	0.120297	3108	8
1_00021404_01712302	0.119403	3109	8
1_00022654_01812287	0.119403	3110	8
1_00019090_01527197	0.117278	3111	8
1_00002912_00232956	0.117205	3112	8
1_00008113_00649006	0.116664	3113	8
1_00000097_00007736	0.115226	3114	8
1_00000689_00055050	0.115226	3115	8
1_00002658_00212615	0.115226	3116	8
1_00003259_00260696	0.115226	3117	8
1_00012790_01023148	0.115226	3118	8
1_00018009_01440706	0.115226	3119	8
1_00018402_01472119	0.115226	3120	8
1_00018402_01472135	0.115226	3121	8
1_00018402_01472147	0.115226	3122	8
1_00018900_01511966	0.115226	3123	8
1_00019607_01568548	0.115226	3124	8
1_00019993_01599411	0.115226	3125	8
1_00020132_01610556	0.115226	3126	8
1_00020906_01672452	0.115226	3127	8
1_00004421_00353624	0.114935	3128	8
1_00007291_00583243	0.114935	3129	8
1_00021064_01685049	0.114935	3130	8
1_00015731_01258468	0.114583	3131	8
1_00008595_00687543	0.113987	3132	8
1_00008589_00687049	0.113475	3133	8
1_00001559_00124651	0.11315	3134	8
1_00006418_00513421	0.11315	3135	8
1_00012788_01022984	0.11315	3136	8
1_00015153_01212192	0.11315	3137	8
1_00021243_01699390	0.11315	3138	8
1_00011748_00939838	0.112344	3139	8
1_00021434_01714669	0.112344	3140	8
1_00015797_01263688	0.111535	3141	8
1_00016845_01347567	0.111446	3142	8
1_00000032_00002547	0.111111	3143	7
1_00000034_00002690	0.111111	3144	7
1_00000080_00006350	0.111111	3145	7
1_00000102_00008153	0.111111	3146	7
1_00000150_00011964	0.111111	3147	7
1_00000183_00014596	0.111111	3148	7
1_00000220_00017569	0.111111	3149	7
1_00000246_00019645	0.111111	3150	7
1_00000314_00025052	0.111111	3151	7
1_00000314_00025119	0.111111	3152	7
1_00000317_00025360	0.111111	3153	7
1_00000331_00026478	0.111111	3154	7
1_00000375_00029972	0.111111	3155	7
1_00000438_00034980	0.111111	3156	7
1_00000499_00039916	0.111111	3157	7
1_00000499_00039917	0.111111	3158	7
1_00000499_00039920	0.111111	3159	7
1_00000499_00039921	0.111111	3160	7
1_00000515_00041156	0.111111	3161	7
1_00000532_00042525	0.111111	3162	7
1_00000541_00043224	0.111111	3163	7
1_00000547_00043750	0.111111	3164	7
1_00000567_00045313	0.111111	3165	7
1_00000597_00047734	0.111111	3166	7
1_00000662_00052931	0.111111	3167	7
1_00000664_00053090	0.111111	3168	7
1_00000671_00053677	0.111111	3169	7
1_00000686_00054867	0.111111	3170	7
1_00000687_00054943	0.111111	3171	7
1_00000689_00055092	0.111111	3172	7
1_00000728_00058203	0.111111	3173	7
1_00000773_00061810	0.111111	3174	7
1_00000779_00062269	0.111111	3175	7
1_00000781_00062424	0.111111	3176	7
1_00000818_00065416	0.111111	3177	7
1_00000828_00066205	0.111111	3178	7
1_00000846_00067649	0.111111	3179	7
1_00000846_00067650	0.111111	3180	7
1_00000874_00069874	0.111111	3181	7
1_00000891_00071265	0.111111	3182	7
1_00000893_00071406	0.111111	3183	7
1_00000939_00075103	0.111111	3184	7
1_00000953_00076216	0.111111	3185	7
1_00000968_00077433	0.111111	3186	7
1_00001007_00080499	0.111111	3187	7
1_00001041_00083223	0.111111	3188	7
1_00001094_00087451	0.111111	3189	7
1_00001167_00093312	0.111111	3190	7
1_00001172_00093712	0.111111	3191	7
1_00001173_00093828	0.111111	3192	7
1_00001198_00095811	0.111111	3193	7
1_00001198_00095828	0.111111	3194	7
1_00001224_00097893	0.111111	3195	7
1_00001262_00100942	0.111111	3196	7
1_00001282_00102546	0.111111	3197	7
1_00001366_00109218	0.111111	3198	7
1_00001382_00110513	0.111111	3199	7
1_00001389_00111111	0.111111	3200	7
1_00001446_00115611	0.111111	3201	7
1_00001482_00118529	0.111111	3202	7
1_00001567_00125298	0.111111	3203	7
1_00001596_00127615	0.111111	3204	7
1_00001676_00134053	0.111111	3205	7
1_00001684_00134714	0.111111	3206	7
1_00001769_00141467	0.111111	3207	7
1_00001778_00142215	0.111111	3208	7
1_00001802_00144091	0.111111	3209	7
1_00001833_00146578	0.111111	3210	7
1_00001895_00151573	0.111111	3211	7
1_00001913_00152976	0.111111	3212	7
1_00001977_00158135	0.111111	3213	7
1_00001987_00158937	0.111111	3214	7
1_00002033_00162603	0.111111	3215	7
1_00002036_00162816	0.111111	3216	7
1_00002046_00163623	0.111111	3217	7
1_00002080_00166383	0.111111	3218	7
1_00002109_00168666	0.111111	3219	7
1_00002167_00173303	0.111111	3220	7
1_00002190_00175193	0.111111	3221	7
1_00002198_00175835	0.111111	3222	7
1_00002205_00176386	0.111111	3223	8
1_00002208_00176629	0.111111	3224	8
1_00002219_00177468	0.111111	3225	8
1_00002243_00179413	0.111111	3226	8
1_00002247_00179719	0.111111	3227	8
1_00002259_00180689	0.111111	3228	8
1_00002331_00186431	0.111111	3229	8
1_00002332_00186519	0.111111	3230	8
1_00002375_00189951	0.111111	3231	8
1_00002393_00191427	0.111111	3232	8
1_00002397_00191710	0.111111	3233	8
1_00002423_00193792	0.111111	3234	8
1_00002462_00196916	0.111111	3235	8
1_00002476_00198020	0.111111	3236	8
1_00002526_00202079	0.111111	3237	8
1_00002571_00205665	0.111111	3238	8
1_00002627_00210129	0.111111	3239	8
1_00002641_00211261	0.111111	3240	8
1_00002641_00211279	0.111111	3241	8
1_00002641_00211280	0.111111	3242	8
1_00002641_00211281	0.111111	3243	8
1_00002645_00211595	0.111111	3244	8
1_00002656_00212426	0.111111	3245	8
1_00002663_00213039	0.111111	3246	8
1_00002668_00213393	0.111111	3247	8
1_00002707_00216526	0.111111	3248	8
1_00002712_00216898	0.111111	3249	8
1_00002729_00218307	0.111111	3250	8
1_00002768_00221407	0.111111	3251	8
1_00002783_00222574	0.111111	3252	8
1_00002827_00226094	0.111111	3253	8
1_00002862_00228888	0.111111	3254	8
1_00002884_00230705	0.111111	3255	8
1_00003020_00241554	0.111111	3256	8
1_00003052_00244105	0.111111	3257	8
1_00003077_00246135	0.111111	3258	8
1_00003085_00246798	0.111111	3259	8
1_00003110_00248752	0.111111	3260	8
1_00003135_00250777	0.111111	3261	8
1_00003306_00264427	0.111111	3262	8
1_00003330_00266328	0.111111	3263	8
1_00003332_00266519	0.111111	3264	8
1_00003348_00267776	0.111111	3265	8
1_00003354_00268271	0.111111	3266	8
1_00003407_00272516	0.111111	3267	8
1_00003407_00272541	0.111111	3268	8
1_00003435_00274761	0.111111	3269	8
1_00003455_00276380	0.111111	3270	8
1_00003459_00276698	0.111111	3271	8
1_00003459_00276719	0.111111	3272	8
1_00003557_00284525	0.111111	3273	8
1_00003590_00287144	0.111111	3274	8
1_00003641_00291280	0.111111	3275	8
1_00003659_00292719	0.111111	3276	8
1_00003701_00296065	0.111111	3277	8
1_00003787_00302959	0.111111	3278	8
1_00003798_00303812	0.111111	3279	8
1_00003815_00305182	0.111111	3280	8
1_00003839_00307075	0.111111	3281	8
1_00003866_00309209	0.111111	3282	8
1_00003872_00309711	0.111111	3283	8
1_00003910_00312757	0.111111	3284	8
1_00003933_00314582	0.111111	3285	8
1_00003961_00316833	0.111111	3286	8
1_00003991_00319278	0.111111	3287	8
1_00003997_00319749	0.111111	3288	8
1_00003997_00319760	0.111111	3289	8
1_00004002_00320153	0.111111	3290	8
1_00004002_00320160	0.111111	3291	8
1_00004002_00320161	0.111111	3292	8
1_00004049_00323921	0.111111	3293	8
1_00004083_00326614	0.111111	3294	8
1_00004092_00327307	0.111111	3295	8
1_00004153_00332240	0.111111	3296	8
1_00004166_00333270	0.111111	3297	8
1_00004176_00334030	0.111111	3298	8
1_00004200_00335988	0.111111	3299	8
1_00004355_00348344	0.111111	3300	8
1_00004368_00349381	0.111111	3301	8
1_00004386_00350850	0.111111	3302	8
1_00004526_00362072	0.111111	3303	8
1_00004526_00362078	0.111111	3304	8
1_00004526_00362079	0.111111	3305	8
1_00004526_00362081	0.111111	3306	8
1_00004548_00363819	0.111111	3307	8
1_00004564_00365078	0.111111	3308	8
1_00004626_00370024	0.111111	3309	8
1_00004716_00377239	0.111111	3310	8
1_00004729_00378267	0.111111	3311	8
1_00004738_00379014	0.111111	3312	8
1_00004747_00379720	0.111111	3313	8
1_00004753_00380194	0.111111	3314	8
1_00004765_00381157	0.111111	3315	8
1_00004843_00387402	0.111111	3316	8
1_00004845_00387586	0.111111	3317	8
1_00004920_00393585	0.111111	3318	8
1_00004929_00394280	0.111111	3319	8
1_00004953_00396171	0.111111	3320	8
1_00004992_00399360	0.111111	3321	8
1_00004992_00399361	0.111111	3322	8
1_00004993_00399380	0.111111	3323	8
1_00004993_00399382	0.111111	3324	8
1_00005060_00404767	0.111111	3325	8
1_00005096_00407625	0.111111	3326	8
1_00005161_00412835	0.111111	3327	8
1_00005168_00413381	0.111111	3328	8
1_00005168_00413433	0.111111	3329	8
1_00005192_00415340	0.111111	3330	8
1_00005207_00416552	0.111111	3331	8
1_00005230_00418350	0.111111	3332	8
1_00005250_00419960	0.111111	3333	8
1_00005251_00420066	0.111111	3334	8
1_00005269_00421490	0.111111	3335	8
1_00005288_00423021	0.111111	3336	8
1_00005288_00423022	0.111111	3337	8
1_00005315_00425147	0.111111	3338	8
1_00005334_00426689	0.111111	3339	8
1_00005394_00431448	0.111111	3340	8
1_00005421_00433680	0.111111	3341	8
1_00005432_00434549	0.111111	3342	8
1_00005468_00437416	0.111111	3343	8
1_00005514_00441077	0.111111	3344	8
1_00005518_00441369	0.111111	3345	8
1_00005564_00445090	0.111111	3346	8
1_00005564_00445119	0.111111	3347	8
1_00005564_00445121	0.111111	3348	8
1_00005595_00447572	0.111111	3349	8
1_00005648_00451817	0.111111	3350	8
1_00005681_00454464	0.111111	3351	8
1_00005694_00455477	0.111111	3352	8
1_00005708_00456600	0.111111	3353	8
1_00005744_00459510	0.111111	3354	8
1_00005746_00459679	0.111111	3355	8
1_00005771_00461609	0.111111	3356	8
1_00005786_00462875	0.111111	3357	8
1_00005868_00469403	0.111111	3358	8
1_00005963_00476993	0.111111	3359	8
1_00006241_00499274	0.111111	3360	8
1_00006244_00499457	0.111111	3361	8
1_00006244_00499482	0.111111	3362	8
1_00006244_00499509	0.111111	3363	8
1_00006584_00526695	0.111111	3364	8
1_00006684_00534710	0.111111	3365	8
1_00006689_00535100	0.111111	3366	8
1_00006810_00544729	0.111111	3367	8
1_00006810_00544730	0.111111	3368	8
1_00006811_00544874	0.111111	3369	8
1_00006830_00546350	0.111111	3370	8
1_00006880_00550342	0.111111	3371	8
1_00006950_00555997	0.111111	3372	8
1_00006967_00557309	0.111111	3373	8
1_00006973_00557807	0.111111	3374	8
1_00006973_00557814	0.111111	3375	8
1_00006976_00558049	0.111111	3376	8
1_00006976_00558052	0.111111	3377	8
1_00007001_00560079	0.111111	3378	8
1_00007010_00560767	0.111111	3379	8
1_00007011_00560866	0.111111	3380	8
1_00007011_00560876	0.111111	3381	8
1_00007013_00560973	0.111111	3382	8
1_00007042_00563356	0.111111	3383	8
1_00007120_00569561	0.111111	3384	8
1_00007169_00573478	0.111111	3385	8
1_00007169_00573496	0.111111	3386	8
1_00007193_00575432	0.111111	3387	8
1_00007294_00583474	0.111111	3388	8
1_00007360_00588765	0.111111	3389	8
1_00007364_00589120	0.111111	3390	8
1_00007417_00593333	0.111111	3391	8
1_00007418_00593412	0.111111	3392	8
1_00007478_00598231	0.111111	3393	8
1_00007484_00598672	0.111111	3394	8
1_00007485_00598770	0.111111	3395	8
1_00007537_00602955	0.111111	3396	8
1_00007552_00604149	0.111111	3397	8
1_00007602_00608098	0.111111	3398	8
1_00007603_00608226	0.111111	3399	8
1_00007631_00610471	0.111111	3400	8
1_00007742_00619296	0.111111	3401	8
1_00007755_00620396	0.111111	3402	8
1_00007767_00621359	0.111111	3403	8
1_00007826_00626031	0.111111	3404	8
1_00007840_00627133	0.111111	3405	8
1_00007848_00627835	0.111111	3406	8
1_00007856_00628445	0.111111	3407	8
1_00007861_00628859	0.111111	3408	8
1_00007875_00629993	0.111111	3409	8
1_00007885_00630736	0.111111	3410	8
1_00007885_00630785	0.111111	3411	8
1_00007895_00631545	0.111111	3412	8
1_00007920_00633559	0.111111	3413	8
1_00007958_00636589	0.111111	3414	8
1_00007964_00637087	0.111111	3415	8
1_00007974_00637850	0.111111	3416	8
1_00008010_00640751	0.111111	3417	8
1_00008010_00640794	0.111111	3418	8
1_00008075_00645930	0.111111	3419	8
1_00008089_00647099	0.111111	3420	8
1_00008101_00648021	0.111111	3421	8
1_00008269_00661464	0.111111	3422	8
1_00008278_00662216	0.111111	3423	8
1_00008318_00665387	0.111111	3424	8
1_00008349_00667901	0.111111	3425	8
1_00008353_00668229	0.111111	3426	8
1_00008355_00668366	0.111111	3427	8
1_00008357_00668533	0.111111	3428	8
1_00008387_00670898	0.111111	3429	8
1_00008407_00672499	0.111111	3430	8
1_00008407_00672546	0.111111	3431	8
1_00008544_00683512	0.111111	3432	8
1_00008565_00685132	0.111111	3433	8
1_00008580_00686342	0.111111	3434	8
1_00008584_00686679	0.111111	3435	8
1_00008617_00689314	0.111111	3436	8
1_00008740_00699187	0.111111	3437	8
1_00008761_00700860	0.111111	3438	8
1_00008767_00701303	0.111111	3439	8
1_00008783_00702575	0.111111	3440	8
1_00008797_00703720	0.111111	3441	8
1_00008822_00705695	0.111111	3442	8
1_00008948_00715812	0.111111	3443	8
1_00008972_00717705	0.111111	3444	8
1_00008972_00717706	0.111111	3445	8
1_00008985_00718787	0.111111	3446	8
1_00009116_00729211	0.111111	3447	8
1_00009161_00732810	0.111111	3448	8
1_00009165_00733197	0.111111	3449	8
1_00009211_00736849	0.111111	3450	8
1_00009217_00737347	0.111111	3451	8
1_00009219_00737507	0.111111	3452	8
1_00009350_00747969	0.111111	3453	8
1_00009405_00752390	0.111111	3454	8
1_00009408_00752612	0.111111	3455	8
1_00009457_00756488	0.111111	3456	8
1_00009508_00760605	0.111111	3457	8
1_00009534_00762713	0.111111	3458	8
1_00009539_00763076	0.111111	3459	8
1_00009542_00763307	0.111111	3460	8
1_00009565_00765159	0.111111	3461	8
1_00009573_00765779	0.111111	3462	8
1_00009592_00767292	0.111111	3463	8
1_00009656_00772408	0.111111	3464	8
1_00009664_00773093	0.111111	3465	8
1_00009677_00774131	0.111111	3466	8
1_00009729_00778283	0.111111	3467	8
1_00009757_00780532	0.111111	3468	8
1_00009773_00781837	0.111111	3469	8
1_00009816_00785256	0.111111	3470	8
1_00009841_00787211	0.111111	3471	8
1_00009850_00787987	0.111111	3472	8
1_00009863_00789024	0.111111	3473	8
1_00009960_00796762	0.111111	3474	8
1_00009971_00797641	0.111111	3475	8
1_00010000_00799936	0.111111	3476	8
1_00010000_00799940	0.111111	3477	8
1_00010016_00801275	0.111111	3478	8
1_00010052_00804159	0.111111	3479	8
1_00010058_00804611	0.111111	3480	8
